🕘️更新时间,#genre#
河北卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229840/1.m3u8
河北卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221230143/1.m3u8
河南卫视,http://192.168.5.1:7188/udp/239.69.1.168:10644
河南卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229870/1.m3u8
河南卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221230511/1.m3u8
河南卫视,http://1.94.31.214/php/hntv.php?id=hnws
河南卫视,http://satellitepull.cnr.cn/live/wxhnws/playlist.m3u8
吉林卫视,http://192.168.5.1:7188/udp/239.69.1.212:10914
吉林卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221230361/1.m3u8
吉林卫视,http://satellitepull.cnr.cn/live/wxjlws/playlist.m3u8
江苏卫视,http://192.168.5.1:7188/udp/239.253.157.144:8938
江苏卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229743/1.m3u8
江苏卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221230497/1.m3u8
江西卫视,http://192.168.5.1:7188/udp/239.69.1.126:10394
江西卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229752/1.m3u8
江西卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221230519/1.m3u8
辽宁卫视,http://192.168.5.1:7188/udp/239.69.1.71:10066
辽宁卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229825/1.m3u8
辽宁卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221230464/1.m3u8
内蒙古卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229704/1.m3u8
内蒙古卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221230039/1.m3u8
内蒙古卫视,http://ygbh.site/php/bfgd.php?id=110
宁夏卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229688/1.m3u8
宁夏卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221230036/1.m3u8
青海卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229731/1.m3u8
青海卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221230101/1.m3u8
山东卫视,http://192.168.5.1:7188/udp/239.69.1.69:10054
山东卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229827/1.m3u8
山东卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221230456/1.m3u8
山东卫视,http://satellitepull.cnr.cn/live/wxsdws/playlist.m3u8
山西卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229721/1.m3u8
山西卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221230038/1.m3u8
陕西卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229735/1.m3u8
陕西卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221230525/1.m3u8
四川卫视,http://192.168.5.1:7188/udp/239.69.1.169:10650
四川卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229901/1.m3u8
四川卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221230140/1.m3u8
深圳卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229712/1.m3u8
深圳卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221230454/1.m3u8
三沙卫视,http://192.168.5.1:7188/udp/239.69.1.171:10662
三沙卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221230410/1.m3u8
天津卫视,http://192.168.5.1:7188/udp/239.69.1.68:10048
天津卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229786/1.m3u8
天津卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221230458/1.m3u8
天津卫视,http://125.42.151.98:9901/tsfile/live/0130_1.m3u8
西藏卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229727/1.m3u8
西藏卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221230103/1.m3u8
新疆卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229729/1.m3u8
新疆卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221230030/1.m3u8
新疆卫视,http://218.84.12.186:8001/hls/main/playlist.m3u8?zxinjd;http://218.84.12.186:8001/hls/main/playlist.m3u8zxinjd
云南卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229723/1.m3u8
云南卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221230365/1.m3u8
云南卫视,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovL3d3dy5kc2suY2MvcGhwL3N4Z2QucGhwP2lkPXlud3M=

☘️广东频道,#genre#
广东珠江,http://live.xmcdn.com/live/252/64.m3u8
广东新闻,https://satellitepull.cnr.cn/live/wxgdxwgb/playlist.m3u8
广东卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221230503/1.m3u8
深圳卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221229712/1.m3u8
深圳卫视,http://111.48.246.74/000000001000PLTV/88888888/224/3221230454/1.m3u8
汕头文旅,http://tv.zzlag.top:9003/hls/5/index.m3u8

☘️浙江频道,#genre#
浙江生活,https://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8\r\n
浙江新闻,http://101.66.199.161:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=0&authid=0
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?fbl=
杭州综合,http://live.xmcdn.com/live/1845/64.m3u8
嘉兴新闻综合,http://tvfile.jyrmt.cn:80/nmip-media/channellive/channel104452/playlist.m3u8
嘉兴新闻综合,https://live-auth.51kandianshi.com/szgd/csztv1.m3u8
嘉兴公共,http://play-sh13.quklive.com/live/1675149601192103.m3u8?auth_key=2028730429-9ab7f7f0267946e880ec46ce3d57ec9e-0-eb04d7f7e549054293604b04150cefa1
嘉兴文化影视,http://play-sh13.quklive.com/live/1675149625220101.m3u8?auth_key=2028730374-3a60eb8e324f416aa3b26dda7679d920-0-22dc7efa8452d0b0665c15eeed83609d
丽水新闻,http://120.55.49.231:3095/rtp/233.50.201.162:5140
湖州新闻综合,https://hzcm-live.media.hugd.com/3f5fa7d64c7c46a38c6bd8ad35e836cc/65128273761b4731ae53729ea6dcf932.m3u8?auth_key=2277598215-9d21c15111244bea8d298c361d31a72e-0-d031198f58d44b0e91ba2e3f3b188865
湖州文化娱乐,https://hzcm-live.media.hugd.com/613c47f0ab0d4eaa98b21378d0db6ded/0051d31c9dd543a7825eea4e49675b2a.m3u8?auth_key=2277598059-0a5ebfa1c0dc4671b42a60810fc37039-0-fa625b7d1feab612062453c12e3c8887
浙江遂昌,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
诸暨新闻综合,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed#EXTINF:-1%20group-title=%22%E2%80%A2%E9%9F%B3%E4%B9%90%22,%E9%9F%B3%E4%B9%90%E7%9F%B3%E6%A6%B4
龙泉新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8?zzhed&quot;
青田电视台,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8?zzhed
衢江新闻综合,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8?zzhed;http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8zzhed;http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8
绍兴电视台公共,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
绍兴公共,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8
湖州公共民生,http://hzcm-live.media.hugd.com/1e6b554b9ab74513958c0e1ffe664d22/9acaa7634309494cb29a85eb12136607.m3u8?auth_key=2272900830-9a2389b8bf4e49d580d4ad807423d326-0-ea78a5c7a678c436263582d368f5009e
海宁新闻综合,http://p2hs.vzan.com/slowlive/317913155078575177/live.m3u8
永嘉新闻综合,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8?zzhed&quot;
松阳综合,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
庆元综合,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
余杭未来E,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed
上虞新闻综合,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?cWlkPSZzPTg3OWMwYmMyZDMzYTFhZGY3NDQxMjgyYTg1MmUzNTY0JmVzPTE3MDY2Nzc4NzMmdXVpZD0yMjdiY2MzNGNiNGY0MThlYjRiY2IxYzcwNmZjODNkMS02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl

☘️北京频道,#genre#
北京卡酷少儿,http://192.168.5.1:7188/udp/239.69.1.193:10800
北京卡酷少儿,http://111.48.246.74/000000001000PLTV/88888888/224/3221230040/1.m3u8
北京卡酷少儿,http://111.48.246.74/000000001000PLTV/88888888/224/3221230428/1.m3u8
北京卡酷少儿,http://218.13.170.98:9901/tsfile/live/1021_1.m3u8
北京卡酷少儿,http://60.29.124.66:6080/hls/58/index.m3u8
北京卡酷少儿,http://58.57.40.22:9901/tsfile/live/1060_1.m3u8
北京新闻,https://satellitepull.cnr.cn/live/wxbjxwgb/playlist.m3u8
北京生活,https://wstvcpudali.v.myalicdn.com/wstvcpud/udrmbtv7_1/index.m3u8?adapt=0&BR=audio
北京科教,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?ChannelID=btv3&P2PChannelID=pd://cctv_p2p_hdbtv3
北京青年,http://player.cntv.cn/standard/live_HLSDRM20180919.swf?v=180.171.5.8.9.6.3.9&ChannelID=btv8&videoTVChannel=btv8&P2PChannelID=pd://cctv_p2p_hdbtv8&tai=btv8&VideoName=btv8&channelID=btv8

☘️上海频道,#genre#
上海第一财经,https://satellitepull.cnr.cn/live/wx32dycjgb/playlist.m3u8
东方财经,http://192.168.5.1:7188/udp/239.69.2.9:11208
东方财经,http://111.48.246.74/000000001000PLTV/88888888/224/3221230592/1.m3u8
东方财经,http://111.48.246.74/000000001000PLTV/88888888/224/3221230613/1.m3u8
动漫秀场,http://192.168.5.1:7188/udp/239.69.2.6:11190
动漫秀场,http://111.48.246.74/000000001000PLTV/88888888/224/3221230544/1.m3u8
动漫秀场,http://111.48.246.74/000000001000PLTV/88888888/224/3221230621/1.m3u8
哈哈炫动,http://111.48.246.74/000000001000PLTV/88888888/224/3221230578/1.m3u8
新闻综合,http://p2.vzan.com/slowlive/596867413819827251/live.m3u8
新闻综合,https://m3u8channel.yunxya.com/nmip-media/channellive/channel100028/playlist.m3u8
欢笑剧场,http://111.48.246.74/000000001000PLTV/88888888/224/3221230500/1.m3u8
欢笑剧场,http://111.48.246.74/000000001000PLTV/88888888/224/3221230553/1.m3u8
法治天地,http://192.168.5.1:7188/udp/239.69.2.10:11214
法治天地,http://111.48.246.74/000000001000PLTV/88888888/224/3221230590/1.m3u8
法治天地,http://111.48.246.74/000000001000PLTV/88888888/224/3221230609/1.m3u8
法治天地,http://ygbh.site/php/bfgd.php?id=162
生活时尚,http://192.168.5.1:7188/udp/239.69.2.11:11220
生活时尚,http://111.48.246.74/000000001000PLTV/88888888/224/3221230611/1.m3u8
生活时尚,http://111.48.246.74/000000001000PLTV/88888888/224/3221230617/1.m3u8
第一财经,http://satellitepull.cnr.cn/live/wx32dycjgb/playlist.m3u8
第一财经,http://a1live.livecdn.yicai.com/live/radio_tv.m3u8
纪实人文,http://8.138.7.223/tv/shtv.php?id=xjs
都市剧场,http://192.168.5.1:7188/udp/239.69.2.4:11178
都市剧场,http://111.48.246.74/000000001000PLTV/88888888/224/3221230607/1.m3u8
都市剧场,http://111.48.246.74/000000001000PLTV/88888888/224/3221230619/1.m3u8
都市剧场,https://satellitepull.cnr.cn/live/wxcqxwgb/playlist.m3u8

☘️重庆频道,#genre#
璧山综合,http://222.179.42.129:8181/hls1.m3u8
铜梁综合,http://183.64.174.171:40123/ch1.m3u8?zzhongqd
重庆汽摩,http://183.230.184.51:65500/tntv1.m3u8?zzhongqd
重庆汽摩,http://222.179.155.21:1935/ch1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
重庆汽摩,http://183.64.181.25:40023/rongchang01.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
垫江综合,rtmp://play-sh.quklive.com/live/1672366847646284
万州综合,http://live.xmcdn.com/live/1678/64.m3u8
万州三峡移民,http://123.146.162.24:8013/tslslive/PU2vzMI/hls/live_sd.m3u8?zzhongqd

☘️江苏频道,#genre#
句容党建,http://jrlive.jrntv.com/live/_definst_/dangjians/playlist.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
句容影院,http://jrlive.jrntv.com/live/_definst_/yingshis/chunklist_w1994429382.m3u8?zjiangsd
句容生活,http://jrlive.jrntv.com/live/_definst_/shenghuos/playlist.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
宜兴新闻,http://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_xw.m3u8
宜兴紫砂,rtmp://yixing-tv-ori-hls.jstv.com/yixing-tv-ori/yixing_zs
宜兴紫砂,http://3gvod.zjgonline.com.cn:1935/live/_definst_/xinwenzonghe_app/chunklist.m3u8
常熟民生,rtmp://cstvplay.21cs.cn/cstv2/cstv2
常熟民生,http://3gvod.zjgonline.com.cn:1935/live/_definst_/shehuishenghuo_app/chunklist.m3u8
武进新闻,https://live.wjyanghu.com/live/CH1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
武进新闻,http://live.wjyanghu.com/live/CH1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
武进生活,http://live.wjyanghu.com/live/CH2.m3u8
武进生活,https://live.wjyanghu.com/live/CH2.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
泗洪新闻综合,http://stream1.mytaizhou.net/xwzh/playlist.m3u8?_upt=2f3c2e461725409415
泰州三套影视娱乐,http://stream1.mytaizhou.net/ysyl/playlist.m3u8?_upt=16dfe82d1725409426
涟水电视台综合,rtmp://lianshui-tv-hls.cm.jstv.com/lianshui-tv/lsxw
溧水新闻综合,https://lishui-tv-hls.cm.jstv.com/lishui-tv/lsxwzh.m3u8
